,PI,NOME_COLOQUIAL,UF
11597,190017121,INSÍGNIA OMBRO AGASALHO AZUL CT-CA,PAR
11599,190017122,INSÍGNIA OMBRO AGASALHO AZUL 1T-CA,PAR
11600,190017123,INSÍGNIA OMBRO AGASALHO AZUL 2T-CA,PAR
11601,190017126,INSÍGNIA OMBRO AGASALHO AZUL CC-MD,PAR
11604,190017127,INSÍGNIA OMBRO AGASALHO AZUL CT-MD,PAR
11605,190017129,INSÍGNIA OMBRO AGASALHO AZUL CF-IM,PAR
11606,190017135,INSÍGNIA OMBRO PLATINA 1T-EN SM-CONV,PAR
11609,190017136,INSÍGNIA OMBRO PLATINA CT-EN-SM-CONV,PAR
11614,190015221,INSÍGNIA BRAÇO VERDE-MUSGO CB-ET,PAR
11617,190015224,INSÍGNIA BRAÇO VERDE-MUSGO SD-FN,PAR
11620,190015226,INSÍGNIA BRAÇO VERDE-MUSGO 1SG-AT,PAR
11621,190018681,CONTATOR AUXILIAR,UNIDADE
11622,190018686,CONTATOR AUXILIAR,UNIDADE
11627,190017124,INSÍGNIA OMBRO AGASALHO AZUL GM-CA,PAR
11629,190017125,INSÍGNIA OMBRO AGASALHO AZUL CF-MD,PAR
11633,190016001,INSÍGNIA BRAÇO CINZA 1SG-AD,PAR
11635,190017897,INSÍGNIA OMBRO PLATINA 1T-IM,PAR
11639,190017260,INSÍGNIA GOLA DIST SO-FR,UNIDADE
11645,190017258,GRAVATA PRETA HORIZONTAL,UNIDADE
11649,190016324,INSÍGNIA BRAÇO CINZA 1SG-MO,PAR
11654,190016325,INSÍGNIA BRAÇO CINZA 1SG-MR,PAR
11659,190016328,INSÍGNIA GOLA DIST EFOMM 1 ANO,UNIDADE
11663,190015675,INSÍGNIA BRAÇO BRANCA CB-AD,PAR
11667,190017881,INSÍGNIA OMBRO PLATINA 1T-CA,PAR
11671,190017882,INSÍGNIA OMBRO PLATINA GM-CA,PAR
11675,190017883,INSÍGNIA OMBRO PLATINA AE-FN,PAR
11677,190016542,INSÍGNIA BRAÇO CINZA 2SG-DT,PAR
11679,190016543,INSÍGNIA BRAÇO CINZA 2SG-EF,PAR
11681,190016544,INSÍGNIA BRAÇO CINZA 2SG-EL,PAR
11683,190016466,ABRACADEIRA ACO 70 X 89MM,UNIDADE
11685,190016477,INSÍGNIA BRAÇO CINZA 1SG-TI,PAR
11686,190016478,CAMISA CINZA M/L (BOLSO RETO) 2,UNIDADE
11687,190015227,INSÍGNIA BRAÇO VERDE-MUSGO 1SG-AV,PAR
11690,190015229,INSÍGNIA BRAÇO VERDE-MUSGO 1SG-CT,PAR
11691,190019464,MANCAL,UNIDADE
11693,190019466,ANEL ESPACADOR,UNIDADE
11696,190019467,ANEL RETENÇAO,UNIDADE
11698,190019468,MANCAL AXIAL ENCOSTO,UNIDADE
11699,190019469,MANCAL AXIAL ENCOSTO,UNIDADE
11700,190019471,ANEL ESPACADOR,UNIDADE
11701,190016338,CONJUNTO ESPORTIVO MB PR FORRO FRIO G,UNIDADE
11702,190016340,SANDALIA PRETA 37/38,PAR
11705,190016342,INSÍGNIA OMBRO PLATINA SO-MG,PAR
11709,190017026,INSÍGNIA GOLA DIST EFOMM 3 ANO,UNIDADE
11712,190016859,DISTINTIVO JAQUETÃO EFOMM 1A UNIFICADO,PAR
11714,190017077,COTURNO DE SELVA 37,PAR
11715,190017128,INSÍGNIA OMBRO AGASALHO AZUL GM-MD,PAR
11716,190016573,INSÍGNIA BRAÇO CINZA 3SG-TI,PAR
11720,190016518,INSÍGNIA BRAÇO CINZA 2SG-TI,PAR
11723,190017133,INSÍGNIA GOLA DIST SO-TI,UNIDADE
11726,190016837,DISTINTIVO BORDADO PUNHO QT-SM CONV,PAR
11728,190016419,GARFO DE MESA TIPO 1,DUZIA
11736,190016421,COLHER DE SOBREMESA TIPO 1,DUZIA
11742,190016728,GARFO DE SOBREMESA TIPO 1,DUZIA
11745,190016329,INSÍGNIA OMBRO AGASALHO AZUL SO-MT,PAR
11746,190017858,INSÍGNIA GOLA DIST CD-SM CONV,UNIDADE
11749,190017863,INSÍGNIA OMBRO PLATINA AE-CA,PAR
11755,190017864,INSÍGNIA OMBRO PLATINA VA-CA,PAR
11763,190016524,CAMISETA BRANCA GINÁSTICA PP,UNIDADE
11766,190016526,CAMISETA BRANCA GINÁSTICA XGG,UNIDADE
11770,190016527,INSÍGNIA BRAÇO CINZA 3SG-BA,PAR
11775,190016479,CAMISA CINZA M/L (BOLSO RETO) 3,UNIDADE
11777,190016546,INSÍGNIA BRAÇO CINZA 2SG-EP,PAR
11779,190013584,GARFO SALADA TIPO 2,UNIDADE
11784,190013593,CHAVE DE FENDA (8 X 200 MM),UNIDADE
11786,190013671,CHAVE HEXAGONAL (ALLEN) 3 MM,UNIDADE
11788,190013673,CHAVE HEXAGONAL (ALLEN) 5 MM,UNIDADE
11790,190013675,CHAVE HEXAGONAL (ALLEN) 8 MM,UNIDADE
11792,190013676,CHAVE HEXAGONAL (ALLEN) 9 MM,UNIDADE
11794,190010362,CLORIDRATO HIDRALAZINA 25MG DRÁGEA (VO),TABLETE
11802,190016860,DISTINTIVO JAQUETÃO EFOMM 2A MÁQUINA,PAR
11804,190016861,DISTINTIVO JAQUETÃO EFOMM 2A NÁUTICA,PAR
11806,190016862,DISTINTIVO JAQUETÃO EFOMM 3A NÁUTICA,PAR
11807,190017188,BOLSA DE FERRAMENTAS USO GERAL,UNIDADE
11814,190017192,PRATO SOBREMESA TIPO 1,UNIDADE
11821,190017195,PRATO PAO TIPO 2,UNIDADE
11823,190017149,DÓLMÃ GARANÇA MÉDIO OF/SO 56 E CALÇA,UNIDADE
11826,190017152,CHAPÉU BRANCO MN 53,UNIDADE
11828,190017153,CHAPÉU BRANCO MN 54,UNIDADE
11829,190017159,CHAPÉU BRANCO MN 60,UNIDADE
11830,190016729,COLHER DE CHA TIPO 1,DUZIA
11836,190016423,CONCHA DE SOPA TIPO 1,UNIDADE
11842,190019216,SENSOR TEMPERATURA,UNIDADE
11844,190019217,MANOMETRO,UNIDADE
11847,190019218,PRESSOSTATO,UNIDADE
11850,190019219,TRANSDUTOR PRESSAO,UNIDADE
11853,190019220,ANEL RETENÇAO,UNIDADE
11855,190019221,ANEL RETENÇAO,UNIDADE
11857,190019222,ANEL RETENÇAO,UNIDADE
11859,190019223,TERMOMETRO,UNIDADE
11861,190019224,MANOMETRO,UNIDADE
11863,190019225,VALVULA GLOBO,UNIDADE
11865,190016528,INSÍGNIA BRAÇO CINZA 2SG-CI,PAR
11866,190016529,INSÍGNIA BRAÇO CINZA 3SG-CA,PAR
11868,190016531,INSÍGNIA BRAÇO CINZA 2SG-CN,PAR
11869,190016535,INSÍGNIA BRAÇO CINZA 3SG-CS,PAR
11872,190016538,INSÍGNIA BRAÇO CINZA 3SG-EF,PAR
11875,190016539,INSÍGNIA BRAÇO CINZA 2SG-CS,PAR
11879,190016679,DISTINTIVO BORDADO PUNHO CD,PAR
11881,190016680,DISTINTIVO BORDADO PUNHO CD SM CONV,PAR
11882,190016681,DISTINTIVO BORDADO PUNHO CN CONV,PAR
11884,190016449,INSÍGNIA OMBRO AGASALHO AZUL 1T-IM,PAR
11885,190016456,"SOLEIRA DE MADEIRA (3"" X 12"" X 12"")",UNIDADE
11888,190016457,"TRINCHA CERDAS GRIS BITOLA 1 POL (25,4 MM)",UNIDADE
11893,190016459,LUVA BORRACHA TAMANHO 10,PAR
11895,190015962,EIXO ACIONADOR,UNIDADE
11897,190014536,JAQUETÃO AZUL COMP FEM CURTO (PANAMÁ) 48,UNIDADE
11899,190014540,JAQUETÃO AZUL COMP FEM CURTO (PANAMÁ) 56,UNIDADE
11901,190014541,JAQUETÃO AZUL COMP FEM LONGO (PANAMÁ) 36,UNIDADE
11903,190014544,JAQUETÃO AZUL COMP FEM LONGO (PANAMÁ) 42,UNIDADE
11906,190014546,JAQUETÃO AZUL COMP FEM LONGO (PANAMÁ) 46,UNIDADE
11908,190014161,BONÉ CINZA VALTE/CALTE 56,UNIDADE
11909,190014273,BONÉ CINZA VALTE/CALTE 57,UNIDADE
11910,190016820,DISTINTIVO BORDADO PUNHO SO-FR,PAR
11912,190016821,DISTINTIVO BORDADO PUNHO SO-HN,PAR
11913,190016822,DISTINTIVO BORDADO PUNHO SO-IF,PAR
11915,190016824,DISTINTIVO BORDADO PUNHO SO-MC,PAR
11916,190016825,DISTINTIVO BORDADO PUNHO SO-MG,PAR
11917,190016209,"GATO TIPO TORNEL 40 MM (1 1/2"")",UNIDADE
11918,190016211,FACA DE MARINHEIRO,UNIDADE
11919,190016839,DISTINTIVO BORDADO PUNHO SO-EP,PAR
11921,190016841,DISTINTIVO BORDADO PUNHO SO-ET,PAR
11922,190016842,INSÍGNIA BRAÇO JAQUETA/JAQUETÃO EN 3 ANO IM,PAR
11931,190017160,CHAPÉU BRANCO MN 61,UNIDADE
11935,190015249,INSÍGNIA BRAÇO AZUL-FERR CB-EF (CAP/CFN),PAR
11939,190015250,INSÍGNIA BRAÇO AZUL-FERR CB-EL,PAR
11941,190015251,INSÍGNIA BRAÇO AZUL-FERR CB-EP,PAR
11944,190015252,INSÍGNIA BRAÇO AZUL-FERR CB-ES (CAP/CFN),PAR
11948,190015253,INSÍGNIA BRAÇO AZUL-FERR CB-ET (CPA/CFN),PAR
11952,190015254,INSÍGNIA BRAÇO AZUL-FERR CB-FR,PAR
11955,190015255,INSÍGNIA BRAÇO AZUL-FERR CB-HN,PAR
11957,190019227,LUZ DE POSIÇÃO DE BÓIA SALVA-VIDAS,UNIDADE
11963,190019228,ANEL RETENCAO,UNIDADE
11965,190018570,DÓLMÃ GARANÇA MÉDIO SG/CB/SD 44 E CALÇA,UNIDADE
11968,190018571,DÓLMÃ GARANÇA MÉDIO SG/CB/SD 46 E CALÇA,UNIDADE
11969,190018574,DÓLMÃ GARANÇA MÉDIO SG/CB/SD 52 E CALÇA,UNIDADE
11970,190018602,COLHER REFRESCO TIPO 2,UNIDADE
11976,190016053,GRAMPO AJUSTÁVEL TIPO J (19 CM),UNIDADE
11979,190016060,"LINHA ADRIÇA TRNÇADA (3/4"")",QUILOGRAMA
11985,190019233,ANEL VEDAÇAO,UNIDADE
11987,190019234,ANEL ESPACADOR,UNIDADE
11988,190015531,INSÍGNIA PEITO AZUL-FERR 2A-MÁQ,UNIDADE
11989,190015534,INSÍGNIA PEITO AZUL-FERR CN-3ANO,UNIDADE
11992,190015330,INSÍGNIA BRAÇO AZUL-FERR 1SG-FR,PAR
11994,190015321,INSÍGNIA BRAÇO AZUL-FERR 1SG-CS,PAR
11995,190015651,INSÍGNIA PEITO AZUL-FERR GM-CA,UNIDADE
11997,190015652,INSÍGNIA PEITO AZUL-FERR GM-CD SM-CONV,UNIDADE
11998,190017853,TECIDO POL/ALGODÃO AZUL-FERRETE (SARJA),METRO
12003,190017856,INSÍGNIA PUNHO VALTE-FN,PAR
12004,190017857,INSÍGNIA PUNHO CALTE-FN,PAR
12005,190017865,INSÍGNIA OMBRO PLATINA CA-CA,PAR
12012,190017869,INSÍGNIA OMBRO AGASALHO AZUL CMG-MD,PAR
12013,190017870,INSÍGNIA OMBRO PLATINA CC-CA,PAR
12016,190016846,DISTINTIVO BORDADO PUNHO MÁQUINA / PRATICANTE,PAR
12018,190019109,TRAVESSA OVAL FUNDA 310 X 220 MM TIPO 1,UNIDADE
12024,190015163,INSÍGNIA BRAÇO AZUL-FERR 2SG-PL,PAR
12027,190015165,INSÍGNIA BRAÇO AZUL-FERR 2SG-TI,PAR
12028,190015272,INSÍGNIA JALECO VERMELHA 1T-CD SM-CONV,UNIDADE
12030,190015273,INSÍGNIA JALECO VERMELHA 1T-MD,UNIDADE
12033,190015274,INSÍGNIA JALECO VERMELHA 1T-MD SM-CONV,UNIDADE
12035,190015504,INSÍGNIA BRAÇO CINZA 2SG-ET,PAR
12040,190015506,INSÍGNIA BRAÇO CINZA 2SG-HN,PAR
12041,190015286,INSÍGNIA JALECO VERMELHA CB-EF,UNIDADE
12044,190014527,JAQUETÃO AZUL CURTO 54 E CALÇA,UNIDADE
12046,190014525,JAQUETÃO AZUL CURTO 50 E CALÇA,UNIDADE
12049,190016354,SAPATO FEM PRETO S/MEDIO 35,PAR
12051,190016870,DISTINTIVO IDENTIFICAÇÃO CFN,UNIDADE
12054,190017003,PIRES XICARA CAFE TIPO 2,UNIDADE
12059,190016318,INSÍGNIA BRAÇO CINZA 1SG-MA,PAR
12060,190016508,INSÍGNIA BRAÇO CINZA 2SG-MR,PAR
12061,190017038,INSÍGNIA GOLA DIST IM,UNIDADE
12066,190016827,DISTINTIVO BORDADO PUNHO SO-MO,PAR
12069,190018658,OLEO LUBRIFICANTE ENGRENAGEM,BALDE
12073,190016061,LINHA DE NYLON TRANÇADO (8 MM),ADUCHA
12075,190016064,LINHA DE NYLON TRANÇADO (1 MM),BOBINA
12090,190016067,DICLOFENACO POTÁSSICO 50MG  COMPRIMIDO  REVESTIDO(VO),TABLETE
12100,190017872,INSÍGNIA GOLA DIST SO-HN,UNIDADE
12105,190017874,INSÍGNIA GOLA DIST SO-IF,UNIDADE
12107,190017875,INSÍGNIA GOLA DIST SO-MA,UNIDADE
12111,190017876,GANDOLA AZUL-FERRETE (PANAMÁ) 3,UNIDADE
12116,190016400,INSÍGNIA BRAÇO CINZA 1SG-OS,PAR
12119,190016431,INSÍGNIA BRAÇO CINZA 1SG-PL,PAR
12123,190017254,INSÍGNIA BRAÇO AZUL-FERR 2SG-MG,PAR
12124,190017262,INSÍGNIA GOLA DIST EN 2 ANO,UNIDADE
12129,190017263,INSÍGNIA GOLA DIST EN 3 ANO,UNIDADE
12131,190015147,INSÍGNIA BRAÇO AZUL-FERR 2SG-DT,PAR
12133,190015148,INSÍGNIA BRAÇO AZUL-FERR 2SG-EF,PAR
12136,190015149,INSÍGNIA BRAÇO AZUL-FERR 2SG-EL,PAR
12138,190015151,INSÍGNIA BRAÇO AZUL-FERR 2SG-ES CAP/CFN,PAR
12141,190015152,INSÍGNIA BRAÇO AZUL-FERR 2SG-ET,PAR
12144,190015154,INSÍGNIA BRAÇO AZUL-FERR 2SG-HN,PAR
12145,190015155,INSÍGNIA BRAÇO AZUL-FERR 2SG-MA,PAR
12146,190015178,INSÍGNIA BRAÇO AZUL-FERR 2SG-CA,PAR
12147,190015179,INSÍGNIA BRAÇO AZUL-FERR 2SG-CI,PAR
12149,190015181,INSÍGNIA BRAÇO AZUL-FERR 2SG-CO,PAR
12150,190015183,INSÍGNIA BRAÇO AZUL-FERR 2SG-AV,PAR
12153,190015184,INSÍGNIA BRAÇO AZUL-FERR 2SG-BA,PAR
12156,190015385,TITULO CREDENCIAL SEGURANCA,UNIDADE
12174,190018660,TUBO CILINDRO 5,UNIDADE
12175,190010718,NOREPINEFRINA INJETÁVEL 8MG (2MG/ML) AMPOLA 4ML,AMPOLA
12201,190016206,BOLSA PASSEIO,UNIDADE
12204,190017266,INSÍGNIA OMBRO PLATINA CT-S-CONV,PAR
12208,190018580,DÓLMÃ GARANÇA MÉDIO OF/SO 42 E CALÇA,UNIDADE
12209,190013486,BANDEIRA-INSIGNIA MINISTRO ESTADO TIPO 2,UNIDADE
12211,190013489,BANDEIRA-INSIGNIA EMBAIXADOR BRASIL TIPO 1,UNIDADE
12216,190013455,BANDEIRA-INSIGNIA CONSUL-GERAL BRASIL TIPO 2,UNIDADE
12220,190013672,CHAVE HEXAGONAL (ALLEN) 4 MM,UNIDADE
12222,190012281,BLUSA BRANCA M/M C/PASS (BOLSO RETO) 48,UNIDADE
12223,190014398,BLUSÃO AZUL DE FRIO G,UNIDADE
12228,190014399,BLUSÃO AZUL DE FRIO GG,UNIDADE
12231,190018581,DÓLMÃ GARANÇA MÉDIO OF/SO 44 E CALÇA,UNIDADE
12233,190017454,SUETER TAMANHO 2,CONJUNTO
12236,190019235,BUCHA MANCAL,UNIDADE
12238,190019236,ACOPLADOR,UNIDADE
12239,190019237,MANCAL,UNIDADE
12241,190019238,ANEL ESPAÇADOR,UNIDADE
12243,190019239,JUNTA,UNIDADE
12246,190019240,JUNTA,UNIDADE
12249,190019241,JUNTA,UNIDADE
12262,190014532,JAQUETÃO AZUL COMP FEM CURTO (PANAMÁ) 40,UNIDADE
12265,190015477,CASACO MEIO-CHEMISIER AZUL-FERR (PANAMÁ) 34,UNIDADE
12266,190017158,CHAPÉU BRANCO MN 59,UNIDADE
12272,190017157,CHAPÉU BRANCO MN 58,UNIDADE
12277,190016770,INSÍGNIA OMBRO AGASALHO AZUL CT-QAS-CONV,PAR
12278,190016462,FACA DE PAO TIPO 1,UNIDADE
12279,190016444,COBERTOR TECIDO POLIESTER,UNIDADE
12285,190018604,COPO DE ÁGUA/SUCO/REFRESCO,UNIDADE
12297,190019229,ANEL,UNIDADE
12299,190019230,DISCO ESPAÇADOR,UNIDADE
12303,190014400,BLUSÃO AZUL DE FRIO M,UNIDADE
12308,190014401,BLUSÃO AZUL DE FRIO P,UNIDADE
12313,190014415,BARRETA 10 ANOS,UNIDADE
12317,190014416,BARRETA 20 ANOS,UNIDADE
12322,190014417,BARRETA 30 ANOS,UNIDADE
12325,190014421,BARRETA MÉRITO ANFÍBIO 4 ÂNCORAS,UNIDADE
12326,190014422,BARRETA MÉRITO MARINHEIRO 1 ÂNCORA,UNIDADE
12329,190019242,JUNTA,UNIDADE
12330,190019243,JUNTA,UNIDADE
12333,190019244,JUNTA,DUZENTOS E CINQUENTA
12334,190015429,GRM LAC ALTA EMISSAO,UNIDADE
12338,190015291,INSÍGNIA JALECO VERMELHA CF-MD,UNIDADE
12340,190015294,INSÍGNIA JALECO VERMELHA CMG-MD,UNIDADE
12343,190015295,INSÍGNIA JALECO VERMELHA CMG-S,UNIDADE
12345,190015303,INSÍGNIA JALECO VERMELHA GM-QAS,UNIDADE
12346,190015307,INSÍGNIA JALECO VERMELHA SO-CS,UNIDADE
12347,190015313,INSÍGNIA BRAÇO AZUL-FERR 1SG-AR,PAR
12348,190015315,INSÍGNIA BRAÇO AZUL-FERR 1SG-BA,PAR
12352,190015171,INSÍGNIA BRAÇO AZUL-FERR 3SG-CA,PAR
12353,190015173,INSÍGNIA BRAÇO AZUL-FERR 3SG-CN,PAR
12354,190015174,INSÍGNIA BRAÇO AZUL-FERR 3SG-CO,PAR
12357,190018584,DÓLMÃ GARANÇA MÉDIO OF/SO 52 E CALÇA,UNIDADE
12359,190018585,DÓLMÃ GARANÇA MÉDIO OF/SO 50 E CALÇA,UNIDADE
12362,190018591,SACO LONA AZUL,UNIDADE
12365,190016473,BROCAS HELICOIDAIS CILINDRICAS,JOGO
12373,190017041,GELEIA MOCOTO,QUILOGRAMA
12386,190019231,BORRACHA VEDAÇAO,UNIDADE
12388,190019232,BUCHA MANCAL,UNIDADE
12390,190016219,"ADAPTADOR ENGATE RÁPIDO X ROSCA FÊMEA (2.1/2"" X 2.1/2"")",UNIDADE
12395,190016220,"ADAPTADOR ENGATE RÁPIDO X ROSCA FÊMEA (2 1/2"" X 2 1/2"")",UNIDADE
12399,190016223,PATESCA MADEIRA 76MM (3 POL),UNIDADE
12402,190016786,INSÍGNIA OMBRO AGASALHO AZUL CC-QAS,PAR
12404,190016791,DISTINTIVO BORDADO PUNHO SO-AM,PAR
12405,190016792,DISTINTIVO BORDADO PUNHO SO-AR,PAR
12406,190016793,DISTINTIVO BORDADO PUNHO SO-CA,PAR
12408,190016794,DISTINTIVO BORDADO PUNHO SO-CI,PAR
12409,190016790,INSÍGNIA OMBRO AGASALHO AZUL CT-QT,PAR
12410,190016796,INSÍGNIA OMBRO PLATINA CT-QC-FN,PAR
12413,190017053,INSÍGNIA GOLA DIST SO-ME,UNIDADE
12417,190017056,TRINCHA CERDAS GRIS BITOLA 2 POL (50.8 MM),UNIDADE
12418,190014423,BARRETA MÉRITO MARINHEIRO 2 ÂNCORAS,UNIDADE
12419,190014424,BARRETA MÉRITO MARINHEIRO 3 ÂNCORAS,UNIDADE
12420,190014425,BARRETA MÉRITO MARINHEIRO 4 ÂNCORAS,UNIDADE
12424,190014433,AVENTAL DE COZINHEIRO,UNIDADE
12428,190012367,DÓLMÃ BRANCO CFN CURTO 56 E CALÇA,UNIDADE
12429,190012368,DÓLMÃ BRANCO CFN CURTO 58 E CALÇA,UNIDADE
12430,190013074,CHAVE COMBINADA 20 MM,UNIDADE
12435,190013081,"MANILHA DIREITA (7/16"")",UNIDADE
12436,190015175,INSÍGNIA BRAÇO AZUL-FERR 3SG-CP,PAR
12437,190015176,INSÍGNIA BRAÇO AZUL-FERR 3SG-CS,PAR
12440,190015277,INSÍGNIA JALECO VERMELHA 2SG-CS,UNIDADE
12442,190015281,INSÍGNIA JALECO VERMELHA 2T-MD SM-CONV,UNIDADE
12444,190015283,INSÍGNIA JALECO VERMELHA 3SG-EF,UNIDADE
12447,190015285,INSÍGNIA JALECO VERMELHA CB-CS,UNIDADE
12450,190018586,DÓLMÃ GARANÇA MÉDIO OF/SO 54 E CALÇA,UNIDADE
12452,190018618,DÓLMÃ PARA SERVIR CB/MN 56,UNIDADE
12453,190019245,ANEL RETENCAO,UNIDADE
12454,190019246,ANEL RETENCAO,UNIDADE
12458,190019247,JUNTA,UNIDADE
12459,190019248,ANEL RETENÇAO,UNIDADE
12462,190019250,ANEL RETENCAO,UNIDADE
12464,190019251,SENSOR TEMPERATURA,UNIDADE
12465,190019252,SENSOR TEMPERATURA,UNIDADE
12467,190019253,SENSOR TEMPERATURA,UNIDADE
12468,190019254,SENSOR INDUTIVO,UNIDADE
12482,190017130,INSÍGNIA OMBRO AGASALHO AZUL 2T-IM,PAR
12483,190017132,INSÍGNIA GOLA DIST SO-PL,UNIDADE
12486,190017134,INSÍGNIA GOLA DIST EN-SM CONV,UNIDADE
12490,190016828,DISTINTIVO BORDADO PUNHO SO-MR,PAR
12491,190016370,INSÍGNIA BRAÇO CINZA 1SG-MT,PAR
12492,190016682,DISTINTIVO BORDADO PUNHO EN,PAR
12495,190016687,DISTINTIVO BORDADO PUNHO MD,PAR
12497,190015237,INSÍGNIA BRAÇO VERDE-MUSGO 2SG-AV,PAR
12502,190016487,GANDOLA AZUL-FERRETE (PANAMÁ) 4,UNIDADE
12507,190016843,INSÍGNIA BRAÇO JAQUETA/JAQUETÃO EN 4 ANO CA,PAR
12510,190016845,INSÍGNIA BRAÇO JAQUETA/JAQUETÃO EN 4 ANO IM,PAR
12514,190009784,OXACILINA SÓDICA 500MG PÓ PARA SOLUÇÃO INJETÁVEL - FRASCO AMPOLA (IV),FRASCO
12522,190013082,"MANILHA RETA (1/2"") PINO ROSCADO",UNIDADE
12524,190013083,"MANILHA RETA (5/8"") PINO ROSCADO",UNIDADE
12527,190013084,MANILHA RETA 19MM (3/4 POL),UNIDADE
12529,190013085,MANILHA RETA 22MM (7/8 POL),UNIDADE
12532,190014362,JAQUETÃO AZUL MÉDIO 44 E CALÇA,UNIDADE
12535,190014364,JAQUETÃO AZUL MÉDIO 48 E CALÇA,UNIDADE
12537,190014367,JAQUETÃO AZUL MÉDIO 54 E CALÇA,UNIDADE
12539,190014371,JAQUETÃO AZUL COMP FEM SOB MEDIDA,UNIDADE
12542,190019255,SENSOR,UNIDADE
12543,190018575,DÓLMÃ GARANÇA MÉDIO SG/CB/SD 54 E CALÇA,UNIDADE
12545,190015469,INSÍGNIA BRAÇO CINZA CB-CI,PAR
12548,190015474,INSÍGNIA BRAÇO CINZA CB-DT,PAR
12550,190015475,INSÍGNIA BRAÇO CINZA CB-EF,PAR
12555,190015476,INSÍGNIA BRAÇO CINZA CB-EL,PAR
12558,190015481,INSÍGNIA BRAÇO CINZA CB-EP,PAR
12561,190015484,INSÍGNIA BRAÇO CINZA CB-FR,PAR
12563,190014237,BONÉ BRANCO VALTE/CALTE 55,UNIDADE
12565,BR2643283,ENGRENAGEM,UNIDADE
12567,190015243,INSÍGNIA BRAÇO AZUL-FERR CB-CI,PAR
12568,190015246,INSÍGNIA BRAÇO AZUL-FERR CB-CP,PAR
12569,190019192,ANEL RETENÇAO,UNIDADE
12572,190019193,ANEL RETENÇAO,UNIDADE
12575,190019194,ANEL RETENÇAO,UNIDADE
12577,190019196,ANEL O,UNIDADE
12578,190019199,ANEL RETENÇAO,UNIDADE
12581,190019201,MOLA,UNIDADE
12582,190015532,INSÍGNIA PEITO AZUL-FERR 2A-NÁUT,UNIDADE
12583,190015464,INSÍGNIA BRAÇO CINZA CB-AM,PAR
12589,190015467,INSÍGNIA BRAÇO CINZA CB-BA,PAR
12594,190015468,INSÍGNIA BRAÇO CINZA CB-CA,PAR
12596,190015483,INSÍGNIA BRAÇO CINZA CB-ET,PAR
12599,190015126,INSÍGNIA BRAÇO AZUL-FERR 3SG-EF,PAR
12603,190015141,INSÍGNIA BRAÇO AZUL-FERR CB-AV (CPA/CFN),PAR
12606,190015146,INSÍGNIA BRAÇO AZUL-FERR 2SG-CS,PAR
12609,190018582,DÓLMÃ GARANÇA MÉDIO OF/SO 46 E CALÇA,UNIDADE
12610,190018583,DÓLMÃ GARANÇA MÉDIO OF/SO 48 E CALÇA,UNIDADE
12612,190015640,INSÍGNIA PEITO AZUL-FERR EN-4A-CA,UNIDADE
12614,190015641,INSÍGNIA PEITO AZUL-FERR EN-4A-FN,UNIDADE
12616,190015660,INSÍGNIA PEITO AZUL-FERR AE-CA,UNIDADE
12617,190016797,INSÍGNIA OMBRO PLATINA SO-EL,PAR
12621,190016798,INSÍGNIA OMBRO PLATINA SO-OR,PAR
12624,190016810,DISTINTIVO BORDADO PUNHO SO-CN,PAR
12625,190016812,DISTINTIVO BORDADO PUNHO SO-CP,PAR
12628,190014377,BOTA DE COZINHEIRO 44,PAR
12629,190013525,BOTA BORRACHA CANO LONGO TAM 40,PAR
12632,190013526,BOTA BORRACHA CANO LONGO TAM 41,PAR
12637,190013528,BOTA BORRACHA CANO LONGO TAM 43,PAR
12640,190013957,BONÉ BEGE SO 53,UNIDADE
12641,190010611,AMPICILINA PÓ PARA SOLUÇÃO INJETÁVEL 1G FRASCO AMPOLA (IV),AMPOLA
12651,190016850,INSÍGNIA BRAÇO JAQUETA/JAQUETÃO CN 1 ANO,PAR
12652,190016851,INSÍGNIA BRAÇO JAQUETA/JAQUETÃO CN 2 ANO,PAR
12653,190016852,INSÍGNIA BRAÇO JAQUETA/JAQUETÃO CN 3 ANO,PAR
12654,190016853,INSÍGNIA BRAÇO JAQUETA/JAQUETÃO EN 1 ANO,PAR
12657,190016854,INSÍGNIA BRAÇO JAQUETA/JAQUETÃO EN 2 ANO,PAR
12660,190016855,INSÍGNIA BRAÇO JAQUETA/JAQUETÃO EN 3 ANO CA,PAR
12663,190016856,INSÍGNIA BRAÇO JAQUETA/JAQUETÃO EN 3 ANO FN,PAR
12666,190016857,DISTINTIVO JAQUETÃO EFOMM 1A MÁQUINA,PAR
12667,190016858,DISTINTIVO JAQUETÃO EFOMM 1A NÁUTICA,PAR
12668,190017162,CHAPÉU FEM BRANCO 53,UNIDADE
12670,190017163,CHAPÉU FEM BRANCO 54,UNIDADE
12673,190017164,CHAPÉU FEM BRANCO 55,UNIDADE
12675,190015485,INSÍGNIA BRAÇO CINZA CB-HN,PAR
12679,190018600,COPO DE ÁGUA TIPO 2,UNIDADE
12690,190017037,SANDALIA PRETA 41/42,PAR
12694,190017161,CHAPÉU FEM BRANCO 52,UNIDADE
12698,190015256,INSÍGNIA BRAÇO AZUL-FERR CB-MA,PAR
12701,190016818,DISTINTIVO BORDADO PUNHO SO-CS,PAR
12702,190016813,DISTINTIVO BORDADO PUNHO SO-CT,PAR
12705,190016814,DISTINTIVO BORDADO PUNHO SO-DT,PAR
12706,190016819,DISTINTIVO BORDADO PUNHO SO-EF,PAR
